RallyCompLog #103, 03/21/2024;

35.18642;-117.62664;13:28:59;  0;
35.18642;-117.62664;13:29:09;  0;
35.18643;-117.62663;13:29:19;  0;
35.18643;-117.62663;13:29:29;  0;
35.18643;-117.62663;13:29:39;  0;
35.18643;-117.62663;13:29:49;  0;
35.18643;-117.62663;13:29:59;  0;
35.18643;-117.62664;13:30:09;  0;
35.18643;-117.62665;13:30:19;  0;
35.18643;-117.62665;13:30:29;  0;
35.18644;-117.62666;13:30:39;  0;
35.18644;-117.62666;13:30:49;  0;
35.18644;-117.62666;13:30:59;  0;
35.18644;-117.62665;13:31:09;  0;
35.18644;-117.62665;13:31:19;  0;
35.18644;-117.62665;13:31:29;  0;
35.18644;-117.62665;13:31:39;  0;
35.18644;-117.62665;13:31:49;  0;
35.18644;-117.62665;13:31:59;  0;
35.18644;-117.62666;13:32:09;  0;
35.18644;-117.62666;13:32:19;  0;
35.18645;-117.62666;13:32:29;  0;
35.18644;-117.62666;13:32:39;  0;
35.18644;-117.62665;13:32:49;  0;
35.18644;-117.62665;13:32:59;  0;
35.18644;-117.62664;13:33:09;  0;
35.18644;-117.62664;13:33:19;  0;
35.18644;-117.62664;13:33:29;  0;
35.18644;-117.62663;13:33:39;  0;
35.18643;-117.62663;13:33:49;  0;
35.18643;-117.62664;13:33:59;  0;
35.18643;-117.62664;13:34:09;  0;
35.18644;-117.62664;13:34:19;  0;
35.18643;-117.62664;13:34:29;  0;
35.18643;-117.62664;13:34:39;  0;
35.18643;-117.62663;13:34:49;  0;
35.18643;-117.62664;13:34:59;  0;
35.18643;-117.62664;13:35:09;  0;
35.18643;-117.62664;13:35:19;  0;
35.18643;-117.62663;13:35:29;  0;
35.18644;-117.62663;13:35:39;  0;
35.18643;-117.62663;13:35:49;  0;
35.18643;-117.62663;13:35:59;  0;
35.18643;-117.62663;13:36:09;  0;
35.18643;-117.62663;13:36:19;  0;
35.18643;-117.62663;13:36:29;  0;
35.18643;-117.62663;13:36:39;  0;
35.18643;-117.62663;13:36:49;  0;
35.18643;-117.62663;13:36:59;  0;
35.18643;-117.62663;13:37:09;  0;
35.18643;-117.62663;13:37:19;  0;
35.18643;-117.62663;13:37:29;  0;
35.18643;-117.62663;13:37:39;  0;
35.18642;-117.62663;13:37:49;  0;
35.18642;-117.62663;13:37:59;  0;
35.18642;-117.62663;13:38:09;  0;
35.18642;-117.62663;13:38:19;  0;
35.18642;-117.62663;13:38:29;  0;
35.18642;-117.62663;13:38:39;  0;
35.18643;-117.62663;13:38:49;  0;
35.18643;-117.62663;13:38:59;  0;
35.18643;-117.62663;13:39:09;  0;
35.18643;-117.62663;13:39:19;  0;
35.18643;-117.62662;13:39:29;  0;
35.18644;-117.62662;13:39:39;  0;
35.18646;-117.62668;13:39:49; 16;
35.18637;-117.62679;13:39:59;  0;
35.18637;-117.62679;13:40:09;  0;
35.18637;-117.62679;13:40:19;  6;
35.18594;-117.62659;13:40:29; 30;
35.18552;-117.62577;13:40:39; 51;
35.18547;-117.62411;13:40:49; 56;
35.18526;-117.62224;13:40:59; 77;
35.18501;-117.61993;13:41:09; 70;
35.18485;-117.61786;13:41:19; 64;
35.18490;-117.61617;13:41:29; 50;
35.18501;-117.61479;13:41:39; 50;
35.18516;-117.61317;13:41:49; 58;
35.18525;-117.61132;13:41:59; 64;
35.18523;-117.60928;13:42:09; 68;
35.18506;-117.60719;13:42:19; 71;
35.18489;-117.60506;13:42:29; 67;
35.18481;-117.60298;13:42:39; 67;
35.18476;-117.60052;13:42:49; 91;
35.18471;-117.59810;13:42:59; 64;
35.18481;-117.59621;13:43:09; 45;
35.18475;-117.59553;13:43:19;  0;
35.18475;-117.59553;13:43:29;  0;
35.18475;-117.59553;13:43:39;  0;
35.18475;-117.59553;13:43:49;  0;
35.18476;-117.59547;13:43:59; 15;
35.18563;-117.59547;13:44:09; 73;
35.18795;-117.59612;13:44:19;105;
35.19050;-117.59682;13:44:29;101;
35.19291;-117.59750;13:44:39; 98;
35.19540;-117.59820;13:44:49;103;
35.19795;-117.59891;13:44:59;105;
35.20050;-117.59962;13:45:09;104;
35.20303;-117.60033;13:45:19;104;
35.20562;-117.60106;13:45:29;107;
35.20818;-117.60177;13:45:39;103;
35.21075;-117.60249;13:45:49;107;
35.21334;-117.60322;13:45:59;106;
35.21595;-117.60395;13:46:09;106;
35.21853;-117.60468;13:46:19;104;
35.22098;-117.60536;13:46:29; 98;
35.22340;-117.60603;13:46:39; 99;
35.22574;-117.60668;13:46:49; 87;
35.22780;-117.60726;13:46:59; 87;
35.22963;-117.60780;13:47:09; 70;
35.23109;-117.60817;13:47:19; 27;
35.23156;-117.60832;13:47:29; 51;
35.23337;-117.60883;13:47:39; 85;
35.23563;-117.60928;13:47:49; 93;
35.23800;-117.60958;13:47:59; 96;
35.24045;-117.60994;13:48:09; 99;
35.24292;-117.61034;13:48:19;100;
35.24542;-117.61068;13:48:29;102;
35.24803;-117.61106;13:48:39;107;
35.25070;-117.61148;13:48:49;107;
35.25337;-117.61189;13:48:59;105;
35.25597;-117.61233;13:49:09;106;
35.25859;-117.61274;13:49:19;104;
35.26125;-117.61313;13:49:29;108;
35.26418;-117.61347;13:49:39;107;
35.26660;-117.61379;13:49:49;104;
35.26921;-117.61413;13:49:59;106;
35.27190;-117.61441;13:50:09;107;
35.27456;-117.61477;13:50:19;106;
35.27724;-117.61514;13:50:29;108;
35.27993;-117.61549;13:50:39; 97;
35.28188;-117.61572;13:50:49; 46;
35.28214;-117.61573;13:50:59;  0;
